land	instrument	tid	Daglige renter (procent)	
DK: Danmark	DESTR Referencerente	2013M10D31	0.0000
DK: Danmark	DESTR Referencerente	2013M11D01	0.0000
DK: Danmark	DESTR Referencerente	2013M11D04	0.0000
DK: Danmark	DESTR Referencerente	2013M11D05	0.0000
DK: Danmark	DESTR Referencerente	2013M11D06	0.0000
DK: Danmark	DESTR Referencerente	2013M11D07	0.0000
DK: Danmark	DESTR Referencerente	2013M11D08	0.0000
DK: Danmark	DESTR Referencerente	2013M11D11	0.0000
DK: Danmark	DESTR Referencerente	2013M11D12	0.0000
DK: Danmark	DESTR Referencerente	2013M11D13	0.0000
DK: Danmark	DESTR Referencerente	2013M11D14	0.0000
DK: Danmark	DESTR Referencerente	2013M11D15	0.0000
DK: Danmark	DESTR Referencerente	2013M11D18	0.0000
DK: Danmark	DESTR Referencerente	2013M11D19	0.0000
DK: Danmark	DESTR Referencerente	2013M11D20	0.0000
DK: Danmark	DESTR Referencerente	2013M11D21	0.0000
DK: Danmark	DESTR Referencerente	2013M11D22	0.0000
DK: Danmark	DESTR Referencerente	2013M11D25	0.0000
DK: Danmark	DESTR Referencerente	2013M11D26	0.0000
DK: Danmark	DESTR Referencerente	2013M11D27	0.0000
DK: Danmark	DESTR Referencerente	2013M11D28	0.0000
DK: Danmark	DESTR Referencerente	2013M11D29	0.0000
DK: Danmark	DESTR Referencerente	2013M12D02	0.0000
DK: Danmark	DESTR Referencerente	2013M12D03	0.0000
DK: Danmark	DESTR Referencerente	2013M12D04	0.0000
DK: Danmark	DESTR Referencerente	2013M12D05	0.0000
DK: Danmark	DESTR Referencerente	2013M12D06	0.0000
DK: Danmark	DESTR Referencerente	2013M12D09	0.0000
DK: Danmark	DESTR Referencerente	2013M12D10	0.0000
DK: Danmark	DESTR Referencerente	2013M12D11	0.0000
DK: Danmark	DESTR Referencerente	2013M12D12	0.0000
DK: Danmark	DESTR Referencerente	2013M12D13	0.0000
DK: Danmark	DESTR Referencerente	2013M12D16	0.0000
DK: Danmark	DESTR Referencerente	2013M12D17	0.0000
DK: Danmark	DESTR Referencerente	2013M12D18	0.0000
DK: Danmark	DESTR Referencerente	2013M12D19	0.0000
DK: Danmark	DESTR Referencerente	2013M12D20	0.0000
DK: Danmark	DESTR Referencerente	2013M12D23	0.0000
DK: Danmark	DESTR Referencerente	2013M12D27	0.0000
DK: Danmark	DESTR Referencerente	2013M12D30	0.0000
DK: Danmark	DESTR Referencerente	2014M01D02	0.0000
DK: Danmark	DESTR Referencerente	2014M01D03	0.0000
DK: Danmark	DESTR Referencerente	2014M01D06	0.0000
DK: Danmark	DESTR Referencerente	2014M01D07	0.0000
DK: Danmark	DESTR Referencerente	2014M01D08	0.0000
DK: Danmark	DESTR Referencerente	2014M01D09	0.0000
DK: Danmark	DESTR Referencerente	2014M01D10	0.0000
DK: Danmark	DESTR Referencerente	2014M01D13	0.0000
DK: Danmark	DESTR Referencerente	2014M01D14	0.0000
DK: Danmark	DESTR Referencerente	2014M01D15	0.0000
DK: Danmark	DESTR Referencerente	2014M01D16	0.0000
DK: Danmark	DESTR Referencerente	2014M01D17	0.0000
DK: Danmark	DESTR Referencerente	2014M01D20	0.0000
DK: Danmark	DESTR Referencerente	2014M01D21	0.0000
DK: Danmark	DESTR Referencerente	2014M01D22	0.0000
DK: Danmark	DESTR Referencerente	2014M01D23	0.0000
DK: Danmark	DESTR Referencerente	2014M01D24	0.0000
DK: Danmark	DESTR Referencerente	2014M01D27	0.0000
DK: Danmark	DESTR Referencerente	2014M01D28	0.0000
DK: Danmark	DESTR Referencerente	2014M01D29	0.0000
DK: Danmark	DESTR Referencerente	2014M01D30	0.0000
DK: Danmark	DESTR Referencerente	2014M01D31	0.0000
DK: Danmark	DESTR Referencerente	2014M02D03	0.0000
DK: Danmark	DESTR Referencerente	2014M02D04	0.0000
DK: Danmark	DESTR Referencerente	2014M02D05	0.0000
DK: Danmark	DESTR Referencerente	2014M02D06	0.0000
DK: Danmark	DESTR Referencerente	2014M02D07	0.0000
DK: Danmark	DESTR Referencerente	2014M02D10	0.0000
DK: Danmark	DESTR Referencerente	2014M02D11	0.0000
DK: Danmark	DESTR Referencerente	2014M02D12	0.0000
DK: Danmark	DESTR Referencerente	2014M02D13	0.0000
DK: Danmark	DESTR Referencerente	2014M02D14	0.0000
DK: Danmark	DESTR Referencerente	2014M02D17	0.0000
DK: Danmark	DESTR Referencerente	2014M02D18	0.0000
DK: Danmark	DESTR Referencerente	2014M02D19	0.0000
DK: Danmark	DESTR Referencerente	2014M02D20	0.0000
DK: Danmark	DESTR Referencerente	2014M02D21	0.0000
DK: Danmark	DESTR Referencerente	2014M02D24	0.0000
DK: Danmark	DESTR Referencerente	2014M02D25	0.0000
DK: Danmark	DESTR Referencerente	2014M02D26	0.0000
DK: Danmark	DESTR Referencerente	2014M02D27	0.0000
DK: Danmark	DESTR Referencerente	2014M02D28	0.0000
DK: Danmark	DESTR Referencerente	2014M03D03	0.0000
DK: Danmark	DESTR Referencerente	2014M03D04	0.0000
DK: Danmark	DESTR Referencerente	2014M03D05	0.0000
DK: Danmark	DESTR Referencerente	2014M03D06	0.0000
DK: Danmark	DESTR Referencerente	2014M03D07	0.0000
DK: Danmark	DESTR Referencerente	2014M03D10	0.0000
DK: Danmark	DESTR Referencerente	2014M03D11	0.0000
DK: Danmark	DESTR Referencerente	2014M03D12	0.0000
DK: Danmark	DESTR Referencerente	2014M03D13	0.0000
DK: Danmark	DESTR Referencerente	2014M03D14	0.0000
DK: Danmark	DESTR Referencerente	2014M03D17	0.0000
DK: Danmark	DESTR Referencerente	2014M03D18	0.0000
DK: Danmark	DESTR Referencerente	2014M03D19	0.0000
DK: Danmark	DESTR Referencerente	2014M03D20	0.0000
DK: Danmark	DESTR Referencerente	2014M03D21	0.0000
DK: Danmark	DESTR Referencerente	2014M03D24	0.0000
DK: Danmark	DESTR Referencerente	2014M03D25	0.0000
DK: Danmark	DESTR Referencerente	2014M03D26	0.0000
DK: Danmark	DESTR Referencerente	2014M03D27	0.0000
DK: Danmark	DESTR Referencerente	2014M03D28	0.0000
DK: Danmark	DESTR Referencerente	2014M03D31	0.0000
DK: Danmark	DESTR Referencerente	2014M04D01	0.0000
DK: Danmark	DESTR Referencerente	2014M04D02	0.0000
DK: Danmark	DESTR Referencerente	2014M04D03	0.0000
DK: Danmark	DESTR Referencerente	2014M04D04	0.0000
DK: Danmark	DESTR Referencerente	2014M04D07	0.0000
DK: Danmark	DESTR Referencerente	2014M04D08	0.0000
DK: Danmark	DESTR Referencerente	2014M04D09	0.0000
DK: Danmark	DESTR Referencerente	2014M04D10	0.0000
DK: Danmark	DESTR Referencerente	2014M04D11	0.0000
DK: Danmark	DESTR Referencerente	2014M04D14	0.0000
DK: Danmark	DESTR Referencerente	2014M04D15	0.0000
DK: Danmark	DESTR Referencerente	2014M04D16	0.0000
DK: Danmark	DESTR Referencerente	2014M04D22	0.0000
DK: Danmark	DESTR Referencerente	2014M04D23	0.0000
DK: Danmark	DESTR Referencerente	2014M04D24	0.0000
DK: Danmark	DESTR Referencerente	2014M04D25	0.0000
DK: Danmark	DESTR Referencerente	2014M04D28	0.0000
DK: Danmark	DESTR Referencerente	2014M04D29	0.0000
DK: Danmark	DESTR Referencerente	2014M04D30	0.0000
DK: Danmark	DESTR Referencerente	2014M05D01	0.0000
DK: Danmark	DESTR Referencerente	2014M05D02	0.0000
DK: Danmark	DESTR Referencerente	2014M05D05	0.0000
DK: Danmark	DESTR Referencerente	2014M05D06	0.0000
DK: Danmark	DESTR Referencerente	2014M05D07	0.0000
DK: Danmark	DESTR Referencerente	2014M05D08	0.0000
DK: Danmark	DESTR Referencerente	2014M05D09	0.0000
DK: Danmark	DESTR Referencerente	2014M05D12	0.0000
DK: Danmark	DESTR Referencerente	2014M05D13	0.0000
DK: Danmark	DESTR Referencerente	2014M05D14	0.0000
DK: Danmark	DESTR Referencerente	2014M05D15	0.0000
DK: Danmark	DESTR Referencerente	2014M05D19	0.0000
DK: Danmark	DESTR Referencerente	2014M05D20	0.0000
DK: Danmark	DESTR Referencerente	2014M05D21	0.0000
DK: Danmark	DESTR Referencerente	2014M05D22	0.0000
DK: Danmark	DESTR Referencerente	2014M05D23	0.0000
DK: Danmark	DESTR Referencerente	2014M05D26	0.0000
DK: Danmark	DESTR Referencerente	2014M05D27	0.0000
DK: Danmark	DESTR Referencerente	2014M05D28	0.0000
DK: Danmark	DESTR Referencerente	2014M06D02	0.0000
DK: Danmark	DESTR Referencerente	2014M06D03	0.0000
DK: Danmark	DESTR Referencerente	2014M06D04	0.0000
DK: Danmark	DESTR Referencerente	2014M06D06	0.0000
DK: Danmark	DESTR Referencerente	2014M06D10	0.0000
DK: Danmark	DESTR Referencerente	2014M06D11	0.0000
DK: Danmark	DESTR Referencerente	2014M06D12	0.0000
DK: Danmark	DESTR Referencerente	2014M06D13	0.0000
DK: Danmark	DESTR Referencerente	2014M06D16	0.0000
DK: Danmark	DESTR Referencerente	2014M06D17	0.0000
DK: Danmark	DESTR Referencerente	2014M06D18	0.0000
DK: Danmark	DESTR Referencerente	2014M06D19	0.0000
DK: Danmark	DESTR Referencerente	2014M06D20	0.0000
DK: Danmark	DESTR Referencerente	2014M06D23	0.0000
DK: Danmark	DESTR Referencerente	2014M06D24	0.0000
DK: Danmark	DESTR Referencerente	2014M06D25	0.0000
DK: Danmark	DESTR Referencerente	2014M06D26	0.0000
DK: Danmark	DESTR Referencerente	2014M06D27	0.0000
DK: Danmark	DESTR Referencerente	2014M06D30	0.0000
DK: Danmark	DESTR Referencerente	2014M07D01	0.0000
DK: Danmark	DESTR Referencerente	2014M07D02	0.0000
DK: Danmark	DESTR Referencerente	2014M07D03	0.0000
DK: Danmark	DESTR Referencerente	2014M07D04	0.0000
DK: Danmark	DESTR Referencerente	2014M07D07	0.0000
DK: Danmark	DESTR Referencerente	2014M07D08	0.0000
DK: Danmark	DESTR Referencerente	2014M07D09	0.0000
DK: Danmark	DESTR Referencerente	2014M07D10	0.0000
DK: Danmark	DESTR Referencerente	2014M07D11	0.0000
DK: Danmark	DESTR Referencerente	2014M07D14	0.0000
DK: Danmark	DESTR Referencerente	2014M07D15	0.0000
DK: Danmark	DESTR Referencerente	2014M07D16	0.0000
DK: Danmark	DESTR Referencerente	2014M07D17	0.0000
DK: Danmark	DESTR Referencerente	2014M07D18	0.0000
DK: Danmark	DESTR Referencerente	2014M07D21	0.0000
DK: Danmark	DESTR Referencerente	2014M07D22	0.0000
DK: Danmark	DESTR Referencerente	2014M07D23	0.0000
DK: Danmark	DESTR Referencerente	2014M07D24	0.0000
DK: Danmark	DESTR Referencerente	2014M07D25	0.0000
DK: Danmark	DESTR Referencerente	2014M07D28	0.0000
DK: Danmark	DESTR Referencerente	2014M07D29	0.0000
DK: Danmark	DESTR Referencerente	2014M07D30	0.0000
DK: Danmark	DESTR Referencerente	2014M07D31	0.0000
DK: Danmark	DESTR Referencerente	2014M08D01	0.0000
DK: Danmark	DESTR Referencerente	2014M08D04	0.0000
DK: Danmark	DESTR Referencerente	2014M08D05	0.0000
DK: Danmark	DESTR Referencerente	2014M08D06	0.0000
DK: Danmark	DESTR Referencerente	2014M08D07	0.0000
DK: Danmark	DESTR Referencerente	2014M08D08	0.0000
DK: Danmark	DESTR Referencerente	2014M08D11	0.0000
DK: Danmark	DESTR Referencerente	2014M08D12	0.0000
DK: Danmark	DESTR Referencerente	2014M08D13	0.0000
DK: Danmark	DESTR Referencerente	2014M08D14	0.0000
DK: Danmark	DESTR Referencerente	2014M08D15	0.0000
DK: Danmark	DESTR Referencerente	2014M08D18	0.0000
DK: Danmark	DESTR Referencerente	2014M08D19	0.0000
DK: Danmark	DESTR Referencerente	2014M08D20	0.0000
DK: Danmark	DESTR Referencerente	2014M08D21	0.0000
DK: Danmark	DESTR Referencerente	2014M08D22	0.0000
DK: Danmark	DESTR Referencerente	2014M08D25	0.0000
DK: Danmark	DESTR Referencerente	2014M08D26	0.0000
DK: Danmark	DESTR Referencerente	2014M08D27	0.0000
DK: Danmark	DESTR Referencerente	2014M08D28	0.0000
DK: Danmark	DESTR Referencerente	2014M08D29	0.0000
DK: Danmark	DESTR Referencerente	2014M09D01	0.0000
DK: Danmark	DESTR Referencerente	2014M09D02	0.0000
DK: Danmark	DESTR Referencerente	2014M09D03	0.0000
DK: Danmark	DESTR Referencerente	2014M09D04	0.0000
DK: Danmark	DESTR Referencerente	2014M09D05	0.0000
DK: Danmark	DESTR Referencerente	2014M09D08	0.0000
DK: Danmark	DESTR Referencerente	2014M09D09	0.0000
DK: Danmark	DESTR Referencerente	2014M09D10	0.0000
DK: Danmark	DESTR Referencerente	2014M09D11	0.0000
DK: Danmark	DESTR Referencerente	2014M09D12	0.0000
DK: Danmark	DESTR Referencerente	2014M09D15	0.0000
DK: Danmark	DESTR Referencerente	2014M09D16	0.0000
DK: Danmark	DESTR Referencerente	2014M09D17	0.0000
DK: Danmark	DESTR Referencerente	2014M09D18	0.0000
DK: Danmark	DESTR Referencerente	2014M09D19	0.0000
DK: Danmark	DESTR Referencerente	2014M09D22	0.0000
DK: Danmark	DESTR Referencerente	2014M09D23	0.0000
DK: Danmark	DESTR Referencerente	2014M09D24	0.0000
DK: Danmark	DESTR Referencerente	2014M09D25	0.0000
DK: Danmark	DESTR Referencerente	2014M09D26	0.0000
DK: Danmark	DESTR Referencerente	2014M09D29	0.0000
DK: Danmark	DESTR Referencerente	2014M09D30	0.0000
DK: Danmark	DESTR Referencerente	2014M10D01	0.0000
DK: Danmark	DESTR Referencerente	2014M10D02	0.0000
DK: Danmark	DESTR Referencerente	2014M10D03	0.0000
DK: Danmark	DESTR Referencerente	2014M10D06	0.0000
DK: Danmark	DESTR Referencerente	2014M10D07	0.0000
DK: Danmark	DESTR Referencerente	2014M10D08	0.0000
DK: Danmark	DESTR Referencerente	2014M10D09	0.0000
DK: Danmark	DESTR Referencerente	2014M10D10	0.0000
DK: Danmark	DESTR Referencerente	2014M10D13	0.0000
DK: Danmark	DESTR Referencerente	2014M10D14	0.0000
DK: Danmark	DESTR Referencerente	2014M10D15	0.0000
DK: Danmark	DESTR Referencerente	2014M10D16	0.0000
DK: Danmark	DESTR Referencerente	2014M10D17	0.0000
DK: Danmark	DESTR Referencerente	2014M10D20	0.0000
DK: Danmark	DESTR Referencerente	2014M10D21	0.0000
DK: Danmark	DESTR Referencerente	2014M10D22	0.0000
DK: Danmark	DESTR Referencerente	2014M10D23	0.0000
DK: Danmark	DESTR Referencerente	2014M10D24	0.0000
DK: Danmark	DESTR Referencerente	2014M10D27	0.0000
DK: Danmark	DESTR Referencerente	2014M10D28	0.0000
DK: Danmark	DESTR Referencerente	2014M10D29	0.0000
DK: Danmark	DESTR Referencerente	2014M10D30	0.0000
DK: Danmark	DESTR Referencerente	2014M10D31	0.0000
DK: Danmark	DESTR Referencerente	2014M11D03	0.0000
DK: Danmark	DESTR Referencerente	2014M11D04	0.0000
DK: Danmark	DESTR Referencerente	2014M11D05	0.0000
DK: Danmark	DESTR Referencerente	2014M11D06	0.0000
DK: Danmark	DESTR Referencerente	2014M11D07	0.0000
DK: Danmark	DESTR Referencerente	2014M11D10	0.0000
DK: Danmark	DESTR Referencerente	2014M11D11	0.0000
DK: Danmark	DESTR Referencerente	2014M11D12	0.0000
DK: Danmark	DESTR Referencerente	2014M11D13	0.0000
DK: Danmark	DESTR Referencerente	2014M11D14	0.0000
DK: Danmark	DESTR Referencerente	2014M11D17	0.0000
DK: Danmark	DESTR Referencerente	2014M11D18	0.0000
DK: Danmark	DESTR Referencerente	2014M11D19	0.0000
DK: Danmark	DESTR Referencerente	2014M11D20	0.0000
DK: Danmark	DESTR Referencerente	2014M11D21	0.0000
DK: Danmark	DESTR Referencerente	2014M11D24	0.0000
DK: Danmark	DESTR Referencerente	2014M11D25	0.0000
DK: Danmark	DESTR Referencerente	2014M11D26	0.0000
DK: Danmark	DESTR Referencerente	2014M11D27	0.0000
DK: Danmark	DESTR Referencerente	2014M11D28	0.0000
DK: Danmark	DESTR Referencerente	2014M12D01	0.0000
DK: Danmark	DESTR Referencerente	2014M12D02	0.0000
DK: Danmark	DESTR Referencerente	2014M12D03	0.0000
DK: Danmark	DESTR Referencerente	2014M12D04	0.0000
DK: Danmark	DESTR Referencerente	2014M12D05	0.0000
DK: Danmark	DESTR Referencerente	2014M12D08	0.0000
DK: Danmark	DESTR Referencerente	2014M12D09	0.0000
DK: Danmark	DESTR Referencerente	2014M12D10	0.0000
DK: Danmark	DESTR Referencerente	2014M12D11	0.0000
DK: Danmark	DESTR Referencerente	2014M12D12	0.0000
DK: Danmark	DESTR Referencerente	2014M12D15	0.0000
DK: Danmark	DESTR Referencerente	2014M12D16	0.0000
DK: Danmark	DESTR Referencerente	2014M12D17	0.0000
DK: Danmark	DESTR Referencerente	2014M12D18	0.0000
DK: Danmark	DESTR Referencerente	2014M12D19	0.0000
DK: Danmark	DESTR Referencerente	2014M12D22	0.0000
DK: Danmark	DESTR Referencerente	2014M12D23	0.0000
DK: Danmark	DESTR Referencerente	2014M12D29	0.0000
DK: Danmark	DESTR Referencerente	2014M12D30	0.0000
DK: Danmark	DESTR Referencerente	2015M01D02	0.0000
DK: Danmark	DESTR Referencerente	2015M01D05	0.0000
DK: Danmark	DESTR Referencerente	2015M01D06	0.0000
DK: Danmark	DESTR Referencerente	2015M01D07	0.0000
DK: Danmark	DESTR Referencerente	2015M01D08	0.0000
DK: Danmark	DESTR Referencerente	2015M01D09	0.0000
DK: Danmark	DESTR Referencerente	2015M01D12	0.0000
DK: Danmark	DESTR Referencerente	2015M01D13	0.0000
DK: Danmark	DESTR Referencerente	2015M01D14	0.0000
DK: Danmark	DESTR Referencerente	2015M01D15	0.0000
DK: Danmark	DESTR Referencerente	2015M01D16	0.0000
DK: Danmark	DESTR Referencerente	2015M01D19	0.0000
DK: Danmark	DESTR Referencerente	2015M01D20	0.0000
DK: Danmark	DESTR Referencerente	2015M01D21	0.0000
DK: Danmark	DESTR Referencerente	2015M01D22	0.0000
DK: Danmark	DESTR Referencerente	2015M01D23	0.0000
DK: Danmark	DESTR Referencerente	2015M01D26	0.0000
DK: Danmark	DESTR Referencerente	2015M01D27	0.0000
DK: Danmark	DESTR Referencerente	2015M01D28	0.0000
DK: Danmark	DESTR Referencerente	2015M01D29	0.0000
DK: Danmark	DESTR Referencerente	2015M01D30	0.0000
DK: Danmark	DESTR Referencerente	2015M02D02	0.0000
DK: Danmark	DESTR Referencerente	2015M02D03	0.0000
DK: Danmark	DESTR Referencerente	2015M02D04	0.0000
DK: Danmark	DESTR Referencerente	2015M02D05	0.0000
DK: Danmark	DESTR Referencerente	2015M02D06	0.0000
DK: Danmark	DESTR Referencerente	2015M02D09	0.0000
DK: Danmark	DESTR Referencerente	2015M02D10	0.0000
DK: Danmark	DESTR Referencerente	2015M02D11	0.0000
DK: Danmark	DESTR Referencerente	2015M02D12	0.0000
DK: Danmark	DESTR Referencerente	2015M02D13	0.0000
DK: Danmark	DESTR Referencerente	2015M02D16	0.0000
DK: Danmark	DESTR Referencerente	2015M02D17	0.0000
DK: Danmark	DESTR Referencerente	2015M02D18	0.0000
DK: Danmark	DESTR Referencerente	2015M02D19	0.0000
DK: Danmark	DESTR Referencerente	2015M02D20	0.0000
DK: Danmark	DESTR Referencerente	2015M02D23	0.0000
DK: Danmark	DESTR Referencerente	2015M02D24	0.0000
DK: Danmark	DESTR Referencerente	2015M02D25	0.0000
DK: Danmark	DESTR Referencerente	2015M02D26	0.0000
DK: Danmark	DESTR Referencerente	2015M02D27	0.0000
DK: Danmark	DESTR Referencerente	2015M03D02	0.0000
DK: Danmark	DESTR Referencerente	2015M03D03	0.0000
DK: Danmark	DESTR Referencerente	2015M03D04	0.0000
DK: Danmark	DESTR Referencerente	2015M03D05	0.0000
DK: Danmark	DESTR Referencerente	2015M03D06	0.0000
DK: Danmark	DESTR Referencerente	2015M03D09	0.0000
DK: Danmark	DESTR Referencerente	2015M03D10	0.0000
DK: Danmark	DESTR Referencerente	2015M03D11	0.0000
DK: Danmark	DESTR Referencerente	2015M03D12	0.0000
DK: Danmark	DESTR Referencerente	2015M03D13	0.0000
DK: Danmark	DESTR Referencerente	2015M03D16	0.0000
DK: Danmark	DESTR Referencerente	2015M03D17	0.0000
DK: Danmark	DESTR Referencerente	2015M03D18	0.0000
DK: Danmark	DESTR Referencerente	2015M03D19	0.0000
DK: Danmark	DESTR Referencerente	2015M03D20	0.0000
DK: Danmark	DESTR Referencerente	2015M03D23	0.0000
DK: Danmark	DESTR Referencerente	2015M03D24	0.0000
DK: Danmark	DESTR Referencerente	2015M03D25	0.0000
DK: Danmark	DESTR Referencerente	2015M03D26	0.0000
DK: Danmark	DESTR Referencerente	2015M03D27	0.0000
DK: Danmark	DESTR Referencerente	2015M03D30	0.0000
DK: Danmark	DESTR Referencerente	2015M03D31	0.0000
DK: Danmark	DESTR Referencerente	2015M04D01	0.0000
DK: Danmark	DESTR Referencerente	2015M04D07	0.0000
DK: Danmark	DESTR Referencerente	2015M04D08	0.0000
DK: Danmark	DESTR Referencerente	2015M04D09	0.0000
DK: Danmark	DESTR Referencerente	2015M04D10	0.0000
DK: Danmark	DESTR Referencerente	2015M04D13	0.0000
DK: Danmark	DESTR Referencerente	2015M04D14	0.0000
DK: Danmark	DESTR Referencerente	2015M04D15	0.0000
DK: Danmark	DESTR Referencerente	2015M04D16	0.0000
DK: Danmark	DESTR Referencerente	2015M04D17	0.0000
DK: Danmark	DESTR Referencerente	2015M04D20	0.0000
DK: Danmark	DESTR Referencerente	2015M04D21	0.0000
DK: Danmark	DESTR Referencerente	2015M04D22	0.0000
DK: Danmark	DESTR Referencerente	2015M04D23	0.0000
DK: Danmark	DESTR Referencerente	2015M04D24	0.0000
DK: Danmark	DESTR Referencerente	2015M04D27	0.0000
DK: Danmark	DESTR Referencerente	2015M04D28	0.0000
DK: Danmark	DESTR Referencerente	2015M04D29	0.0000
DK: Danmark	DESTR Referencerente	2015M04D30	0.0000
DK: Danmark	DESTR Referencerente	2015M05D04	0.0000
DK: Danmark	DESTR Referencerente	2015M05D05	0.0000
DK: Danmark	DESTR Referencerente	2015M05D06	0.0000
DK: Danmark	DESTR Referencerente	2015M05D07	0.0000
DK: Danmark	DESTR Referencerente	2015M05D08	0.0000
DK: Danmark	DESTR Referencerente	2015M05D11	0.0000
DK: Danmark	DESTR Referencerente	2015M05D12	0.0000
DK: Danmark	DESTR Referencerente	2015M05D13	0.0000
DK: Danmark	DESTR Referencerente	2015M05D18	0.0000
DK: Danmark	DESTR Referencerente	2015M05D19	0.0000
DK: Danmark	DESTR Referencerente	2015M05D20	0.0000
DK: Danmark	DESTR Referencerente	2015M05D21	0.0000
DK: Danmark	DESTR Referencerente	2015M05D22	0.0000
DK: Danmark	DESTR Referencerente	2015M05D26	0.0000
DK: Danmark	DESTR Referencerente	2015M05D27	0.0000
DK: Danmark	DESTR Referencerente	2015M05D28	0.0000
DK: Danmark	DESTR Referencerente	2015M05D29	0.0000
DK: Danmark	DESTR Referencerente	2015M06D01	0.0000
DK: Danmark	DESTR Referencerente	2015M06D02	0.0000
DK: Danmark	DESTR Referencerente	2015M06D03	0.0000
DK: Danmark	DESTR Referencerente	2015M06D04	0.0000
DK: Danmark	DESTR Referencerente	2015M06D08	0.0000
DK: Danmark	DESTR Referencerente	2015M06D09	0.0000
DK: Danmark	DESTR Referencerente	2015M06D10	0.0000
DK: Danmark	DESTR Referencerente	2015M06D11	0.0000
DK: Danmark	DESTR Referencerente	2015M06D12	0.0000
DK: Danmark	DESTR Referencerente	2015M06D15	0.0000
DK: Danmark	DESTR Referencerente	2015M06D16	0.0000
DK: Danmark	DESTR Referencerente	2015M06D17	0.0000
DK: Danmark	DESTR Referencerente	2015M06D18	0.0000
DK: Danmark	DESTR Referencerente	2015M06D19	0.0000
DK: Danmark	DESTR Referencerente	2015M06D22	0.0000
DK: Danmark	DESTR Referencerente	2015M06D23	0.0000
DK: Danmark	DESTR Referencerente	2015M06D24	0.0000
DK: Danmark	DESTR Referencerente	2015M06D25	0.0000
DK: Danmark	DESTR Referencerente	2015M06D26	0.0000
DK: Danmark	DESTR Referencerente	2015M06D29	0.0000
DK: Danmark	DESTR Referencerente	2015M06D30	0.0000
DK: Danmark	DESTR Referencerente	2015M07D01	0.0000
DK: Danmark	DESTR Referencerente	2015M07D02	0.0000
DK: Danmark	DESTR Referencerente	2015M07D03	0.0000
DK: Danmark	DESTR Referencerente	2015M07D06	0.0000
DK: Danmark	DESTR Referencerente	2015M07D07	0.0000
DK: Danmark	DESTR Referencerente	2015M07D08	0.0000
DK: Danmark	DESTR Referencerente	2015M07D09	0.0000
DK: Danmark	DESTR Referencerente	2015M07D10	0.0000
DK: Danmark	DESTR Referencerente	2015M07D13	0.0000
DK: Danmark	DESTR Referencerente	2015M07D14	0.0000
DK: Danmark	DESTR Referencerente	2015M07D15	0.0000
DK: Danmark	DESTR Referencerente	2015M07D16	0.0000
DK: Danmark	DESTR Referencerente	2015M07D17	0.0000
DK: Danmark	DESTR Referencerente	2015M07D20	0.0000
DK: Danmark	DESTR Referencerente	2015M07D21	0.0000
DK: Danmark	DESTR Referencerente	2015M07D22	0.0000
DK: Danmark	DESTR Referencerente	2015M07D23	0.0000
DK: Danmark	DESTR Referencerente	2015M07D24	0.0000
DK: Danmark	DESTR Referencerente	2015M07D27	0.0000
DK: Danmark	DESTR Referencerente	2015M07D28	0.0000
DK: Danmark	DESTR Referencerente	2015M07D29	0.0000
DK: Danmark	DESTR Referencerente	2015M07D30	0.0000
DK: Danmark	DESTR Referencerente	2015M07D31	0.0000
DK: Danmark	DESTR Referencerente	2015M08D03	0.0000
DK: Danmark	DESTR Referencerente	2015M08D04	0.0000
DK: Danmark	DESTR Referencerente	2015M08D05	0.0000
DK: Danmark	DESTR Referencerente	2015M08D06	0.0000
DK: Danmark	DESTR Referencerente	2015M08D07	0.0000
DK: Danmark	DESTR Referencerente	2015M08D10	0.0000
DK: Danmark	DESTR Referencerente	2015M08D11	0.0000
DK: Danmark	DESTR Referencerente	2015M08D12	0.0000
DK: Danmark	DESTR Referencerente	2015M08D13	0.0000
DK: Danmark	DESTR Referencerente	2015M08D14	0.0000
DK: Danmark	DESTR Referencerente	2015M08D17	0.0000
DK: Danmark	DESTR Referencerente	2015M08D18	0.0000
DK: Danmark	DESTR Referencerente	2015M08D19	0.0000
DK: Danmark	DESTR Referencerente	2015M08D20	0.0000
DK: Danmark	DESTR Referencerente	2015M08D21	0.0000
DK: Danmark	DESTR Referencerente	2015M08D24	0.0000
DK: Danmark	DESTR Referencerente	2015M08D25	0.0000
DK: Danmark	DESTR Referencerente	2015M08D26	0.0000
DK: Danmark	DESTR Referencerente	2015M08D27	0.0000
DK: Danmark	DESTR Referencerente	2015M08D28	0.0000
DK: Danmark	DESTR Referencerente	2015M08D31	0.0000
DK: Danmark	DESTR Referencerente	2015M09D01	0.0000
DK: Danmark	DESTR Referencerente	2015M09D02	0.0000
DK: Danmark	DESTR Referencerente	2015M09D03	0.0000
DK: Danmark	DESTR Referencerente	2015M09D04	0.0000
DK: Danmark	DESTR Referencerente	2015M09D07	0.0000
DK: Danmark	DESTR Referencerente	2015M09D08	0.0000
DK: Danmark	DESTR Referencerente	2015M09D09	0.0000
DK: Danmark	DESTR Referencerente	2015M09D10	0.0000
DK: Danmark	DESTR Referencerente	2015M09D11	0.0000
DK: Danmark	DESTR Referencerente	2015M09D14	0.0000
DK: Danmark	DESTR Referencerente	2015M09D15	0.0000
DK: Danmark	DESTR Referencerente	2015M09D16	0.0000
DK: Danmark	DESTR Referencerente	2015M09D17	0.0000
